"ecoregion","metierL4","species"
"Azores","GNS","Centroselachus crepidater"
"Baltic Sea","GNS","Centroselachus crepidater"
"Barents Sea","GNS","Centroselachus crepidater"
"Bay of Biscay and the Iberian Coast","GNS","Centroselachus crepidater"
"Black Sea","GNS","Centroselachus crepidater"
"Celtic Seas","GNS","Centroselachus crepidater"
"Greater North Sea","GNS","Centroselachus crepidater"
"Icelandic Waters","GNS","Centroselachus crepidater"
"Ionian Sea and the Central Mediterranean Sea","GNS","Centroselachus crepidater"
"Norwegian Sea","GNS","Centroselachus crepidater"
"Oceanic Northeast Atlantic","GNS","Centroselachus crepidater"
"Western Mediterranean Sea","GNS","Centroselachus crepidater"
"Adriatic Sea","OTB","Centroselachus crepidater"
"Aegean-Levantine Sea","OTB","Centroselachus crepidater"
"Baltic Sea","OTB","Centroselachus crepidater"
"Barents Sea","OTB","Centroselachus crepidater"
"Bay of Biscay and the Iberian Coast","OTB","Centroselachus crepidater"
"Celtic Seas","OTB","Centroselachus crepidater"
"Faroes","OTB","Centroselachus crepidater"
"Greater North Sea","OTB","Centroselachus crepidater"
"Greenland Sea","OTB","Centroselachus crepidater"
"Icelandic Waters","OTB","Centroselachus crepidater"
"Ionian Sea and the Central Mediterranean Sea","OTB","Centroselachus crepidater"
"Norwegian Sea","OTB","Centroselachus crepidater"
"Oceanic Northeast Atlantic","OTB","Centroselachus crepidater"
"Western Mediterranean Sea","OTB","Centroselachus crepidater"
NA,"OTB","Centroselachus crepidater"
"Adriatic Sea","GNS","Cepphus grylle"
"Aegean-Levantine Sea","GNS","Cepphus grylle"
"Azores","GNS","Cepphus grylle"
"Baltic Sea","GNS","Cepphus grylle"
"Barents Sea","GNS","Cepphus grylle"
"Bay of Biscay and the Iberian Coast","GNS","Cepphus grylle"
"Black Sea","GNS","Cepphus grylle"
"Celtic Seas","GNS","Cepphus grylle"
"Greater North Sea","GNS","Cepphus grylle"
"Icelandic Waters","GNS","Cepphus grylle"
"Ionian Sea and the Central Mediterranean Sea","GNS","Cepphus grylle"
"Norwegian Sea","GNS","Cepphus grylle"
"Oceanic Northeast Atlantic","GNS","Cepphus grylle"
"Western Mediterranean Sea","GNS","Cepphus grylle"
"Adriatic Sea","GNS","Cetorhinus maximus"
"Aegean-Levantine Sea","GNS","Cetorhinus maximus"
"Azores","GNS","Cetorhinus maximus"
"Baltic Sea","GNS","Cetorhinus maximus"
"Barents Sea","GNS","Cetorhinus maximus"
"Bay of Biscay and the Iberian Coast","GNS","Cetorhinus maximus"
"Black Sea","GNS","Cetorhinus maximus"
"Celtic Seas","GNS","Cetorhinus maximus"
"Greater North Sea","GNS","Cetorhinus maximus"
"Icelandic Waters","GNS","Cetorhinus maximus"
"Ionian Sea and the Central Mediterranean Sea","GNS","Cetorhinus maximus"
"Norwegian Sea","GNS","Cetorhinus maximus"
"Oceanic Northeast Atlantic","GNS","Cetorhinus maximus"
"Western Mediterranean Sea","GNS","Cetorhinus maximus"
"Adriatic Sea","GTR","Cetorhinus maximus"
"Aegean-Levantine Sea","GTR","Cetorhinus maximus"
"Baltic Sea","GTR","Cetorhinus maximus"
"Bay of Biscay and the Iberian Coast","GTR","Cetorhinus maximus"
"Celtic Seas","GTR","Cetorhinus maximus"
"Greater North Sea","GTR","Cetorhinus maximus"
"Ionian Sea and the Central Mediterranean Sea","GTR","Cetorhinus maximus"
"Oceanic Northeast Atlantic","GTR","Cetorhinus maximus"
"Western Mediterranean Sea","GTR","Cetorhinus maximus"
"Adriatic Sea","OTB","Cetorhinus maximus"
"Aegean-Levantine Sea","OTB","Cetorhinus maximus"
"Baltic Sea","OTB","Cetorhinus maximus"
"Barents Sea","OTB","Cetorhinus maximus"
"Bay of Biscay and the Iberian Coast","OTB","Cetorhinus maximus"
"Celtic Seas","OTB","Cetorhinus maximus"
"Faroes","OTB","Cetorhinus maximus"
"Greater North Sea","OTB","Cetorhinus maximus"
"Greenland Sea","OTB","Cetorhinus maximus"
"Icelandic Waters","OTB","Cetorhinus maximus"
"Ionian Sea and the Central Mediterranean Sea","OTB","Cetorhinus maximus"
"Norwegian Sea","OTB","Cetorhinus maximus"
"Oceanic Northeast Atlantic","OTB","Cetorhinus maximus"
"Western Mediterranean Sea","OTB","Cetorhinus maximus"
NA,"OTB","Cetorhinus maximus"
"Adriatic Sea","OTM","Cetorhinus maximus"
"Baltic Sea","OTM","Cetorhinus maximus"
"Bay of Biscay and the Iberian Coast","OTM","Cetorhinus maximus"
"Black Sea","OTM","Cetorhinus maximus"
"Celtic Seas","OTM","Cetorhinus maximus"
"Faroes","OTM","Cetorhinus maximus"
"Greater North Sea","OTM","Cetorhinus maximus"
"Icelandic Waters","OTM","Cetorhinus maximus"
"Ionian Sea and the Central Mediterranean Sea","OTM","Cetorhinus maximus"
"Norwegian Sea","OTM","Cetorhinus maximus"
"Oceanic Northeast Atlantic","OTM","Cetorhinus maximus"
"Western Mediterranean Sea","OTM","Cetorhinus maximus"
"Baltic Sea","PTB","Cetorhinus maximus"
"Bay of Biscay and the Iberian Coast","PTB","Cetorhinus maximus"
"Celtic Seas","PTB","Cetorhinus maximus"
"Greater North Sea","PTB","Cetorhinus maximus"
"Adriatic Sea","PTM","Cetorhinus maximus"
"Baltic Sea","PTM","Cetorhinus maximus"
"Bay of Biscay and the Iberian Coast","PTM","Cetorhinus maximus"
"Celtic Seas","PTM","Cetorhinus maximus"
"Greater North Sea","PTM","Cetorhinus maximus"
"Ionian Sea and the Central Mediterranean Sea","PTM","Cetorhinus maximus"
"Norwegian Sea","PTM","Cetorhinus maximus"
"Oceanic Northeast Atlantic","PTM","Cetorhinus maximus"
"Western Mediterranean Sea","PTM","Cetorhinus maximus"
"Adriatic Sea","LLS","Chaceon affinis"
"Aegean-Levantine Sea","LLS","Chaceon affinis"
"Azores","LLS","Chaceon affinis"
"Baltic Sea","LLS","Chaceon affinis"
"Bay of Biscay and the Iberian Coast","LLS","Chaceon affinis"
"Black Sea","LLS","Chaceon affinis"
"Celtic Seas","LLS","Chaceon affinis"
"Faroes","LLS","Chaceon affinis"
"Greater North Sea","LLS","Chaceon affinis"
"Icelandic Waters","LLS","Chaceon affinis"
"Ionian Sea and the Central Mediterranean Sea","LLS","Chaceon affinis"
"Oceanic Northeast Atlantic","LLS","Chaceon affinis"
"Western Mediterranean Sea","LLS","Chaceon affinis"
"Adriatic Sea","GTR","Charadriiformes"
"Aegean-Levantine Sea","GTR","Charadriiformes"
"Baltic Sea","GTR","Charadriiformes"
"Bay of Biscay and the Iberian Coast","GTR","Charadriiformes"
"Celtic Seas","GTR","Charadriiformes"
"Greater North Sea","GTR","Charadriiformes"
"Ionian Sea and the Central Mediterranean Sea","GTR","Charadriiformes"
"Oceanic Northeast Atlantic","GTR","Charadriiformes"
"Western Mediterranean Sea","GTR","Charadriiformes"
"Adriatic Sea","TBB","Charadriiformes"
"Barents Sea","TBB","Charadriiformes"
"Bay of Biscay and the Iberian Coast","TBB","Charadriiformes"
"Black Sea","TBB","Charadriiformes"
"Celtic Seas","TBB","Charadriiformes"
"Greater North Sea","TBB","Charadriiformes"
"Norwegian Sea","TBB","Charadriiformes"
"Western Mediterranean Sea","TBB","Charadriiformes"
"Adriatic Sea","GNS","Chelidonichthys lucerna"
"Aegean-Levantine Sea","GNS","Chelidonichthys lucerna"
"Azores","GNS","Chelidonichthys lucerna"
"Baltic Sea","GNS","Chelidonichthys lucerna"
"Barents Sea","GNS","Chelidonichthys lucerna"
"Bay of Biscay and the Iberian Coast","GNS","Chelidonichthys lucerna"
"Black Sea","GNS","Chelidonichthys lucerna"
"Celtic Seas","GNS","Chelidonichthys lucerna"
"Greater North Sea","GNS","Chelidonichthys lucerna"
"Icelandic Waters","GNS","Chelidonichthys lucerna"
"Ionian Sea and the Central Mediterranean Sea","GNS","Chelidonichthys lucerna"
"Norwegian Sea","GNS","Chelidonichthys lucerna"
"Oceanic Northeast Atlantic","GNS","Chelidonichthys lucerna"
"Western Mediterranean Sea","GNS","Chelidonichthys lucerna"
"Adriatic Sea","GTR","Chelidonichthys lucerna"
"Aegean-Levantine Sea","GTR","Chelidonichthys lucerna"
"Baltic Sea","GTR","Chelidonichthys lucerna"
"Bay of Biscay and the Iberian Coast","GTR","Chelidonichthys lucerna"
"Celtic Seas","GTR","Chelidonichthys lucerna"
"Greater North Sea","GTR","Chelidonichthys lucerna"
"Ionian Sea and the Central Mediterranean Sea","GTR","Chelidonichthys lucerna"
"Oceanic Northeast Atlantic","GTR","Chelidonichthys lucerna"
"Western Mediterranean Sea","GTR","Chelidonichthys lucerna"
"Adriatic Sea","OTB","Chelidonichthys lucerna"
"Aegean-Levantine Sea","OTB","Chelidonichthys lucerna"
"Baltic Sea","OTB","Chelidonichthys lucerna"
"Barents Sea","OTB","Chelidonichthys lucerna"
"Bay of Biscay and the Iberian Coast","OTB","Chelidonichthys lucerna"
"Celtic Seas","OTB","Chelidonichthys lucerna"
"Faroes","OTB","Chelidonichthys lucerna"
"Greater North Sea","OTB","Chelidonichthys lucerna"
"Greenland Sea","OTB","Chelidonichthys lucerna"
"Icelandic Waters","OTB","Chelidonichthys lucerna"
"Ionian Sea and the Central Mediterranean Sea","OTB","Chelidonichthys lucerna"
"Norwegian Sea","OTB","Chelidonichthys lucerna"
"Oceanic Northeast Atlantic","OTB","Chelidonichthys lucerna"
"Western Mediterranean Sea","OTB","Chelidonichthys lucerna"
NA,"OTB","Chelidonichthys lucerna"
"Adriatic Sea","OTM","Chelidonichthys lucerna"
"Baltic Sea","OTM","Chelidonichthys lucerna"
"Bay of Biscay and the Iberian Coast","OTM","Chelidonichthys lucerna"
"Black Sea","OTM","Chelidonichthys lucerna"
"Celtic Seas","OTM","Chelidonichthys lucerna"
"Faroes","OTM","Chelidonichthys lucerna"
"Greater North Sea","OTM","Chelidonichthys lucerna"
"Icelandic Waters","OTM","Chelidonichthys lucerna"
"Ionian Sea and the Central Mediterranean Sea","OTM","Chelidonichthys lucerna"
"Norwegian Sea","OTM","Chelidonichthys lucerna"
"Oceanic Northeast Atlantic","OTM","Chelidonichthys lucerna"
"Western Mediterranean Sea","OTM","Chelidonichthys lucerna"
"Barents Sea","OTT","Chelidonichthys lucerna"
"Bay of Biscay and the Iberian Coast","OTT","Chelidonichthys lucerna"
"Celtic Seas","OTT","Chelidonichthys lucerna"
"Faroes","OTT","Chelidonichthys lucerna"
"Greater North Sea","OTT","Chelidonichthys lucerna"
"Greenland Sea","OTT","Chelidonichthys lucerna"
"Norwegian Sea","OTT","Chelidonichthys lucerna"
"Oceanic Northeast Atlantic","OTT","Chelidonichthys lucerna"
"Western Mediterranean Sea","OTT","Chelidonichthys lucerna"
"Baltic Sea","PTB","Chelidonichthys lucerna"
"Bay of Biscay and the Iberian Coast","PTB","Chelidonichthys lucerna"
"Celtic Seas","PTB","Chelidonichthys lucerna"
"Greater North Sea","PTB","Chelidonichthys lucerna"
"Baltic Sea","SDN","Chelidonichthys lucerna"
"Bay of Biscay and the Iberian Coast","SDN","Chelidonichthys lucerna"
"Greater North Sea","SDN","Chelidonichthys lucerna"
"Icelandic Waters","SDN","Chelidonichthys lucerna"
"Baltic Sea","SSC","Chelidonichthys lucerna"
"Bay of Biscay and the Iberian Coast","SSC","Chelidonichthys lucerna"
"Celtic Seas","SSC","Chelidonichthys lucerna"
"Greater North Sea","SSC","Chelidonichthys lucerna"
"Adriatic Sea","TBB","Chelidonichthys lucerna"
"Barents Sea","TBB","Chelidonichthys lucerna"
"Bay of Biscay and the Iberian Coast","TBB","Chelidonichthys lucerna"
"Black Sea","TBB","Chelidonichthys lucerna"
"Celtic Seas","TBB","Chelidonichthys lucerna"
"Greater North Sea","TBB","Chelidonichthys lucerna"
"Norwegian Sea","TBB","Chelidonichthys lucerna"
"Western Mediterranean Sea","TBB","Chelidonichthys lucerna"
"Adriatic Sea","GNS","Chelonia mydas"
"Aegean-Levantine Sea","GNS","Chelonia mydas"
"Azores","GNS","Chelonia mydas"
"Baltic Sea","GNS","Chelonia mydas"
"Barents Sea","GNS","Chelonia mydas"
"Bay of Biscay and the Iberian Coast","GNS","Chelonia mydas"
"Black Sea","GNS","Chelonia mydas"
"Celtic Seas","GNS","Chelonia mydas"
"Greater North Sea","GNS","Chelonia mydas"
"Icelandic Waters","GNS","Chelonia mydas"
"Ionian Sea and the Central Mediterranean Sea","GNS","Chelonia mydas"
"Norwegian Sea","GNS","Chelonia mydas"
"Oceanic Northeast Atlantic","GNS","Chelonia mydas"
"Western Mediterranean Sea","GNS","Chelonia mydas"
"Adriatic Sea","LLD","Chelonia mydas"
"Aegean-Levantine Sea","LLD","Chelonia mydas"
"Azores","LLD","Chelonia mydas"
"Baltic Sea","LLD","Chelonia mydas"
"Bay of Biscay and the Iberian Coast","LLD","Chelonia mydas"
"Black Sea","LLD","Chelonia mydas"
"Celtic Seas","LLD","Chelonia mydas"
"Greater North Sea","LLD","Chelonia mydas"
"Ionian Sea and the Central Mediterranean Sea","LLD","Chelonia mydas"
"Oceanic Northeast Atlantic","LLD","Chelonia mydas"
"Western Mediterranean Sea","LLD","Chelonia mydas"
NA,"LLD","Chelonia mydas"
"Adriatic Sea","OTB","Chelonia mydas"
"Aegean-Levantine Sea","OTB","Chelonia mydas"
"Baltic Sea","OTB","Chelonia mydas"
"Barents Sea","OTB","Chelonia mydas"
"Bay of Biscay and the Iberian Coast","OTB","Chelonia mydas"
"Celtic Seas","OTB","Chelonia mydas"
"Faroes","OTB","Chelonia mydas"
"Greater North Sea","OTB","Chelonia mydas"
"Greenland Sea","OTB","Chelonia mydas"
"Icelandic Waters","OTB","Chelonia mydas"
"Ionian Sea and the Central Mediterranean Sea","OTB","Chelonia mydas"
"Norwegian Sea","OTB","Chelonia mydas"
"Oceanic Northeast Atlantic","OTB","Chelonia mydas"
"Western Mediterranean Sea","OTB","Chelonia mydas"
NA,"OTB","Chelonia mydas"
"Adriatic Sea","PTM","Chelonioidea"
"Baltic Sea","PTM","Chelonioidea"
"Bay of Biscay and the Iberian Coast","PTM","Chelonioidea"
"Celtic Seas","PTM","Chelonioidea"
"Greater North Sea","PTM","Chelonioidea"
"Ionian Sea and the Central Mediterranean Sea","PTM","Chelonioidea"
"Norwegian Sea","PTM","Chelonioidea"
"Oceanic Northeast Atlantic","PTM","Chelonioidea"
"Western Mediterranean Sea","PTM","Chelonioidea"
"Adriatic Sea","GNS","Chimaera monstrosa"
"Aegean-Levantine Sea","GNS","Chimaera monstrosa"
"Azores","GNS","Chimaera monstrosa"
"Baltic Sea","GNS","Chimaera monstrosa"
"Barents Sea","GNS","Chimaera monstrosa"
"Bay of Biscay and the Iberian Coast","GNS","Chimaera monstrosa"
"Black Sea","GNS","Chimaera monstrosa"
"Celtic Seas","GNS","Chimaera monstrosa"
"Greater North Sea","GNS","Chimaera monstrosa"
"Icelandic Waters","GNS","Chimaera monstrosa"
"Ionian Sea and the Central Mediterranean Sea","GNS","Chimaera monstrosa"
"Norwegian Sea","GNS","Chimaera monstrosa"
"Oceanic Northeast Atlantic","GNS","Chimaera monstrosa"
"Western Mediterranean Sea","GNS","Chimaera monstrosa"
"Adriatic Sea","GTR","Chimaera monstrosa"
"Aegean-Levantine Sea","GTR","Chimaera monstrosa"
"Baltic Sea","GTR","Chimaera monstrosa"
"Bay of Biscay and the Iberian Coast","GTR","Chimaera monstrosa"
"Celtic Seas","GTR","Chimaera monstrosa"
"Greater North Sea","GTR","Chimaera monstrosa"
"Ionian Sea and the Central Mediterranean Sea","GTR","Chimaera monstrosa"
"Oceanic Northeast Atlantic","GTR","Chimaera monstrosa"
"Western Mediterranean Sea","GTR","Chimaera monstrosa"
"Adriatic Sea","LLS","Chimaera monstrosa"
"Aegean-Levantine Sea","LLS","Chimaera monstrosa"
"Azores","LLS","Chimaera monstrosa"
"Baltic Sea","LLS","Chimaera monstrosa"
"Bay of Biscay and the Iberian Coast","LLS","Chimaera monstrosa"
"Black Sea","LLS","Chimaera monstrosa"
"Celtic Seas","LLS","Chimaera monstrosa"
"Faroes","LLS","Chimaera monstrosa"
"Greater North Sea","LLS","Chimaera monstrosa"
"Icelandic Waters","LLS","Chimaera monstrosa"
"Ionian Sea and the Central Mediterranean Sea","LLS","Chimaera monstrosa"
"Oceanic Northeast Atlantic","LLS","Chimaera monstrosa"
"Western Mediterranean Sea","LLS","Chimaera monstrosa"
"Adriatic Sea","OTB","Chimaera monstrosa"
"Aegean-Levantine Sea","OTB","Chimaera monstrosa"
"Baltic Sea","OTB","Chimaera monstrosa"
"Barents Sea","OTB","Chimaera monstrosa"
"Bay of Biscay and the Iberian Coast","OTB","Chimaera monstrosa"
"Celtic Seas","OTB","Chimaera monstrosa"
"Faroes","OTB","Chimaera monstrosa"
"Greater North Sea","OTB","Chimaera monstrosa"
"Greenland Sea","OTB","Chimaera monstrosa"
"Icelandic Waters","OTB","Chimaera monstrosa"
"Ionian Sea and the Central Mediterranean Sea","OTB","Chimaera monstrosa"
"Norwegian Sea","OTB","Chimaera monstrosa"
"Oceanic Northeast Atlantic","OTB","Chimaera monstrosa"
"Western Mediterranean Sea","OTB","Chimaera monstrosa"
NA,"OTB","Chimaera monstrosa"
"Adriatic Sea","OTM","Chimaera monstrosa"
"Baltic Sea","OTM","Chimaera monstrosa"
"Bay of Biscay and the Iberian Coast","OTM","Chimaera monstrosa"
"Black Sea","OTM","Chimaera monstrosa"
"Celtic Seas","OTM","Chimaera monstrosa"
"Faroes","OTM","Chimaera monstrosa"
"Greater North Sea","OTM","Chimaera monstrosa"
"Icelandic Waters","OTM","Chimaera monstrosa"
"Ionian Sea and the Central Mediterranean Sea","OTM","Chimaera monstrosa"
"Norwegian Sea","OTM","Chimaera monstrosa"
"Oceanic Northeast Atlantic","OTM","Chimaera monstrosa"
"Western Mediterranean Sea","OTM","Chimaera monstrosa"
"Barents Sea","OTT","Chimaera monstrosa"
"Bay of Biscay and the Iberian Coast","OTT","Chimaera monstrosa"
"Celtic Seas","OTT","Chimaera monstrosa"
"Faroes","OTT","Chimaera monstrosa"
"Greater North Sea","OTT","Chimaera monstrosa"
"Greenland Sea","OTT","Chimaera monstrosa"
"Norwegian Sea","OTT","Chimaera monstrosa"
"Oceanic Northeast Atlantic","OTT","Chimaera monstrosa"
"Western Mediterranean Sea","OTT","Chimaera monstrosa"
"Baltic Sea","PTB","Chimaera monstrosa"
"Bay of Biscay and the Iberian Coast","PTB","Chimaera monstrosa"
"Celtic Seas","PTB","Chimaera monstrosa"
"Greater North Sea","PTB","Chimaera monstrosa"
"Adriatic Sea","OTM","Chlamydoselachus anguineus"
"Baltic Sea","OTM","Chlamydoselachus anguineus"
"Bay of Biscay and the Iberian Coast","OTM","Chlamydoselachus anguineus"
"Black Sea","OTM","Chlamydoselachus anguineus"
"Celtic Seas","OTM","Chlamydoselachus anguineus"
"Faroes","OTM","Chlamydoselachus anguineus"
"Greater North Sea","OTM","Chlamydoselachus anguineus"
"Icelandic Waters","OTM","Chlamydoselachus anguineus"
"Ionian Sea and the Central Mediterranean Sea","OTM","Chlamydoselachus anguineus"
"Norwegian Sea","OTM","Chlamydoselachus anguineus"
"Oceanic Northeast Atlantic","OTM","Chlamydoselachus anguineus"
"Western Mediterranean Sea","OTM","Chlamydoselachus anguineus"
"Adriatic Sea","GNS","Chondrichthyes"
"Aegean-Levantine Sea","GNS","Chondrichthyes"
"Azores","GNS","Chondrichthyes"
"Baltic Sea","GNS","Chondrichthyes"
"Barents Sea","GNS","Chondrichthyes"
"Bay of Biscay and the Iberian Coast","GNS","Chondrichthyes"
"Black Sea","GNS","Chondrichthyes"
"Celtic Seas","GNS","Chondrichthyes"
"Greater North Sea","GNS","Chondrichthyes"
"Icelandic Waters","GNS","Chondrichthyes"
"Ionian Sea and the Central Mediterranean Sea","GNS","Chondrichthyes"
"Norwegian Sea","GNS","Chondrichthyes"
"Oceanic Northeast Atlantic","GNS","Chondrichthyes"
"Western Mediterranean Sea","GNS","Chondrichthyes"
"Adriatic Sea","LLS","Chroicocephalus"
"Aegean-Levantine Sea","LLS","Chroicocephalus"
